date,pair,forecast,actual_return,position,gpr,strategy_return,correct
2020-05-20,USD/JPY,0.00016933821265680476,-0.0020312971485411113,0.8692937689782785,69.33940124511719,-0.0017657939541701328,False
2020-05-20,USD/CHF,-5.7563771888481454e-05,-0.006651850407046189,-0.5056903688484835,69.33940124511719,0.0033637766858641226,True
2020-05-20,EUR/USD,0.000303306822143852,-0.005026707367742911,1.0,69.33940124511719,-0.005026707367742911,False
2020-05-21,USD/JPY,0.0001980648909880221,0.000371715895031155,1.0,69.33940124511719,0.000371715895031155,True
2020-05-21,USD/CHF,4.595042447462246e-05,0.00619883373349861,0.4013994379647091,69.33940124511719,0.0024882083766630215,True
2020-05-21,EUR/USD,0.0002210742872673609,0.0027456581498332966,1.0,69.33940124511719,0.0027456581498332966,True
2020-05-21,USD/ILS,0.000249798989012018,0.0040935329194826675,0.6756838071904291,69.33940124511719,0.002765933907895401,True
2020-05-25,USD/JPY,0.0001721109752905657,-0.0004455761834005756,0.9093286477616356,69.33940124511719,-0.00040517518832643596,False
2020-05-25,USD/CHF,-5.652542868734146e-05,0.00024707923621214434,-0.4969734334384081,69.33940124511719,-0.00012279181635168883,False
2020-05-25,EUR/USD,0.000317432647157377,0.00044062511036124796,1.0,69.33940124511719,0.00044062511036124796,True
2020-05-25,USD/ILS,0.000366835694406348,-0.0010766680316125488,1.0,69.33940124511719,-0.0010766680316125488,False
2020-05-26,USD/JPY,0.0001761434119830134,-0.0018200818292920529,0.9397270289425714,69.33940124511719,-0.0017103800898729813,False
2020-05-26,USD/CHF,-5.933527850574834e-05,-0.006292583183349243,-0.5267837148312191,69.33940124511719,0.0033148303452091724,True
2020-05-26,EUR/USD,0.00031924920661036745,-0.0071731144549220804,1.0,69.33940124511719,-0.0071731144549220804,False
2020-05-26,USD/ILS,0.0003453074612249083,-0.005715080950066009,0.9589650339231172,69.33940124511719,-0.0054805627971534114,False
2020-05-27,USD/JPY,0.00020003218263834816,0.0028560457546493723,1.0,69.33940124511719,0.0028560457546493723,True
2020-05-27,USD/CHF,3.296715920053817e-05,0.002779294800175469,0.2915132880994166,69.33940124511719,0.0008102013657967621,True
2020-05-27,EUR/USD,0.00021037447304845673,-0.0031846189537577674,1.0,69.33940124511719,-0.0031846189537577674,False
2020-05-27,USD/ILS,0.000256251755600862,-0.001334983546832813,0.7158757596132843,69.33940124511719,-0.0009556823606601765,False
2020-05-28,USD/JPY,0.00015625909542911468,-0.0014378632655448476,0.8477901302787014,69.33940124511719,-0.0012190062852192253,False
2020-05-28,USD/CHF,-7.31368131762825e-06,-0.004163083109945953,-0.06512311882157262,69.33940124511719,0.0002711129560330924,True
2020-05-28,EUR/USD,0.00016174700136877384,-0.0056186757080802785,1.0,69.33940124511719,-0.0056186757080802785,False
2020-05-28,USD/ILS,0.00023320762673686676,0.003284817007008334,0.6576586869131762,69.33940124511719,0.00216028843957917,True
2020-06-01,USD/JPY,0.0001681177021136678,-0.0014855318252809946,0.9290496810386362,68.50721740722656,-0.001380132868450051,False
2020-06-01,USD/CHF,0.00010280294706133087,0.000499673347778451,0.9236018955897208,68.50721740722656,0.0004614992511838391,True
2020-06-01,EUR/USD,2.555760496072103e-05,-0.0006670866762669148,0.21209129912953878,68.50721740722656,-0.000141483279801456,False
2020-06-01,USD/ILS,0.00022796667573285925,-0.0020823488044575678,0.6536946087303637,68.50721740722656,-0.0013612201869700304,False
2020-06-02,USD/JPY,0.0001867789361338082,0.01172501234523593,1.0,68.50721740722656,0.01172501234523593,True
2020-06-02,USD/CHF,9.426884154972284e-05,0.0005306804232196871,0.8547564112472834,68.50721740722656,0.00045360249407044926,True
2020-06-02,EUR/USD,1.574626561237329e-05,-0.005674178969954258,0.1318683056633696,68.50721740722656,-0.0007482443667985917,False
2020-06-02,USD/ILS,0.00019489712438633844,-0.006205826405155657,0.563831959139973,68.50721740722656,-0.0034990432601014897,False
2020-06-03,USD/JPY,2.04045445211648e-05,0.0017462015523552754,0.11163857105229823,68.50721740722656,0.00019494344607424787,True
2020-06-03,USD/CHF,8.554004910711185e-05,-0.0002600237932618432,0.7827033363821906,68.50721740722656,-0.00020352149052479767,False
2020-06-03,EUR/USD,-6.372606789546888e-05,-0.004140088666775066,-0.5331689733915859,68.50721740722656,0.002207366824214601,True
2020-06-03,USD/ILS,0.00010457092849174109,0.0008900618119462855,0.3040308840505493,68.50721740722656,0.00027060627954566293,True
2020-06-04,USD/JPY,-3.93011212661329e-06,0.0013853427627914527,-0.02168723372066308,68.50721740722656,-3.004425227988735e-05,False
2020-06-04,USD/CHF,8.794352887101146e-05,-0.0059811107286379395,0.8120621297349765,68.50721740722656,-0.004857033516478442,False
2020-06-04,EUR/USD,-0.00011987717276880242,-0.008988745851730262,-1.0,68.50721740722656,0.008988745851730262,True
2020-06-04,USD/ILS,0.0001155014260866526,-0.007614544238504717,0.33889640703402896,68.50721740722656,-0.0025805416836309145,False
2020-06-08,USD/JPY,-8.183957512014705e-05,-0.011173596452819456,-0.4579134567013495,68.50721740722656,0.005116540175496494,True
2020-06-08,USD/CHF,9.015271309039503e-05,-0.0036212456750195354,0.8287895844734471,68.50721740722656,-0.003001250698275708,False
2020-06-08,EUR/USD,-0.00021542744298446982,0.0012337885342759147,-1.0,68.50721740722656,-0.0012337885342759147,False
2020-06-08,USD/ILS,8.364149021220544e-05,-0.004911461130291395,0.24755738308020697,68.50721740722656,-0.0012158684645150932,False
2020-06-09,USD/JPY,6.704913564584693e-05,-0.005645283426783276,0.3692123304748279,68.50721740722656,-0.002084308250193576,False
